"name.keyword: Descending",Count
"CROSSPATHCULTURE LTD",2
"CROSSPOINT CHRISTIAN REFORMED CHURCH",2
"CROSSROADS ADULT MANAGEMENT SERVICES",2
"CROSSROADS COMMUNITY WESLEYAN CHURCH",2
"CROSSROADS COMPUTER CLUB",2
"CROSSROADS COUNCIL ON ALCOHOL & DRUG ABUSE",2
"CROSSROADS FOR KIDS",2
"CROSSROADS MINISTRIES",2
"CROSSWALK CHURCH OF GOD",2
"CROTONA MOTORCYCLE CLUB INC",2
"CROW CANYON INSTITUTE",2
"CROWN CENTRAL PETROLEUM FOUNDATION INC",2
"CROWN FOUNDATION",2
"CROWN REGIONAL SCHOOLS INC",2
"CRS NEVADA CHAPTER",2
"CRYPTIC MASONS OF THE STATE OF NEW YORK INC 16 SOUTHERN TIER",2
"CRYSTAL AWARENESS INTERNATIONAL INC",2
"CRYSTAL CHANNEL FOUNDATION INC",2
"CRYSTAL SPRINGS ASSEMBLY OF GOD",2
"CSR ACADEMY EDUCATION ENHANCEMENT FOUNDATION INC",2
"CSS COUNSELING SERVICES",2
"CSS INC",2
"CUBBS CITIZENS UNITED FOR A BETTER BALCH SPRINGS",2
"CULLEN MISSIONARY BAPTIST CHURCH SENIOR CITIZEN MINISTRY INC",2
"CULTURAL BRIDGES",2
"CULTURAL RECREATIONAL AND TOURISM INC",2
"CULTURAL TRAINING CENTER INC",2
"CULTURE CONNECTION CONFLUENCIA DE CULTURAS SEMA I INC",2
"CULTURE CONTACT INC",2
"CUMBERLAND COUNTY PARENT AWARENESS INC",2
"CUMBERLAND VALLEY HOCKEY ASSOCIATION",2
"CUMMINS FAMILY MINISTRIES INC",2
"CURIOUS KIDS",2
"CURRENT DIGEST OF THE SOVIET PRESS",2
"CURRICAN A THEATRE INC",2
"CURRY COUNTY FOSTER PARENTS ASSOCIATION",2
"CURTIS TR FOR THE MENTALLY ILL",2
"CYMI FOUNDATION",2
"CYPRESS FAIRBANKS ASSOC FOR THE EDUCATION OF ACADEMICALLY TALENTED",2
"CYSTIC FIBROSIS MEETS ITS MATCH INC",2
"CZECH TRADE CENTER",2
Cafur,2
"Cairlift, Inc.",2
"Cait, Inc.",2
"Cal Ranger Foundation",2
"Caldwell Area Youth Council",2
"Caldwell County Committee on Aging, Inc.",2
"Caleb-Whiting Farms, Inc.",2
"Caledonia County Farm Bureau Foundation, Inc.",2
"Caledonia PTO",2
"Calf Riders Only Inc",2
"Calhoun County Genealogical Society, Inc.",2
"California Adoption Service, Inc.",2
"California Association of Icf DD-H Providers, Inc.",2
"California Brass Quintet Performing Arts Association",2
"California Choral Company",2
"California Community Rehabilitation Foundation",2
"California Conference on the Black Family",2
"California Doctors Symphony Orchestra Society",2
"California Federation Of Womens Clubs",2
"California Fine Art League",2
"California Lake Management Society",2
"California League of Women Artists",2
"California Rehabilitation Center Hospitality Place, Inc.",2
"California Resident-Controlled Housing Association",2
"California State Lifeguard Association",2
"Californians Against Hidden Taxes",2
"Call for Information, Inc.",2
"Calumet Region Rotary Dolton Foundation",2
"Calvary Baptist Church",2
"Calvary Christian School",2
"Calvary Christian School A Private School of Lake County, Inc.",2
"Calvary Outreach Ministries Inc",2
"Calvery Missions International",2
"Calyx Cultural Center",2
"Cambria County Association for Children & Adults with Learning Disabilities",2
"Cambria Recreational Development Association",2
"Cambridge Institute For Advanced Studies Ltd",2
"Camera Arts Foundation",2
"Cameron County Episcopal School",2
"Camillus Association of Warren Ohio, Inc.",2
"Camp 123",2
"Camp Discovery",2
"Camp Excelsior",2
"Camp Fire, Inc. Mother Lode Council",2
"Camp Nyda - Junior Division, Inc.",2
"Camp Thacher, Inc.",2
"Camp Whitetail, Inc.",2
"Canaseraga Area Medical Center Building, Inc.",2
"Canby Youth Soccer Association",2
"Cancer Federation",2
"Cancer Services of Crawford County",2
"Cancer Support Community",2
"Cancer Support Network, Inc.",2
"Cancer Wellness Center of New England, Inc.",2
"Candonians of the Midwest",2
"Caney Community Youth Center",2
"Canstruction® Birmingham",2
"Cansurvive, Inc.",2
"Canton Automobile Club, Inc. School Safety Patrol Fund",2
"Cape And Islands Youth Symphony Orchestra Association",2
"Cape Coral Community Project Fund, Inc.",2
"Cape St. Claire Preschool, Inc.",2
"Capital Alliance of Physicians Tom Dwyer Charitable Trust",2
"Capital Area Research and Field Service, Inc.",2
"Capital City A&M Club",2
"Capitol City Playhouse",2
"Capricorn Players Inc",2
"Capture-Citizens Crime Prevention, Inc.",2
"Cardinal Mindszenty Association of Dunkirk New York",2
"Cardiovascular Research and Care Foundation, Inc.",2
"Cardiovascular and Atherosclerosis Research Endowment Ltd",2
"Care About People Foundation, Inc.",2
"Career Crossroads Center, Inc.",2
"Caribbean Muslim Association",2
"Caribbean and American Family Services, Inc.",2
"Caring Christians, Inc.",2
"Caring Connections Consortium, Inc.",2
"Caring Foundation of Central Pennsylvania",2
"Carl C and Nan C Hawk Charitable Foundation",2
"Carla Ann Shallenberger Scholaship Inc",2
"Carlben Foundation",2
"Carmel Valley Foursquare Church",2
"Carmel Valley Jazz Festival, Inc.",2
"Carnegie PTA",2
"Carnival Hill Recreation",2
"Carol A. Gregory and Angelo Calabre Se Memorial Trust",2
"Carolina Theatrical Services, Inc.",2
"Carpenters Apprenticeship and Training Fund JAC",2
"Carpenters Joint Apprenticeship and Training Fund of Vermilion County",2
"Carpinteria Valley Land Trust Inc",2
"Carriage District Association, Inc.",2
"Carter County Alternate Living, Inc.",2
"Cascade County AIDS Network, Inc.",2
"Cascade West Japan-American Society",2
"Cascia Hall Charitable Trust",2
"Caseville Community Center Authority",2
"Casper Babe Ruth League, Inc.",2
"Cass City Cinema",2
"Castro Community Center",2
"Cat Care of Tulsa, Inc.",2
"Catholic Apostolic Church of Antioch-Malabar Rite",2
"Catholic Charismatic Services of Oklahoma",2
"Catholic Church of America",2
"Catholic Evangelism Foundation, Inc.",2
"Catholic Health Association of Kansas",2
"Catholic Relief Services",2
"Catholic Social Services",2
"Catholic Study Center of Longwood, Inc.",2
"Catholic Visn Producers, Inc.",2
"Catholic Voice of America, Inc.",2
"Catholics for Shared Responsibility",2
"Cch Auxiliary, Inc.",2
"Cecil Dulin Wallace Charitable Trust",2
"Ceena Collidge Eyes and Ears Neighborhood Association",2
"Celebration 99 Southwestern PA",2
"Celebration of Freedom Inc",2
"Celia Porter Charitable Trust",2
"Celina Rotary Club Foundation, Inc.",2
"Cellar of Praise",2
"Cellular Carriers Association of California",2
"Centennial Athletic Boosters Association",2
"Center for AIDS Research and Treatment, Inc.",2
"Center for Advancement in Education",2
"Center for American Art, Inc.",2
"Center for Aroueatherapy Research and Education",2
"Center for Atomic Radiation Studies, Inc.",2
"Center for Biblical Values, Inc.",2
"Center for Biobehavioral Research",2
"Center for Clinical Quality Evaluation",2
"Center for Conflict Resolution in the Roaring Fork Valley",2
"Center for Dialogic Communication",2
"Center for Education On Nuclear War, Inc.",2
"Center for Effective Philanthropy",2
"Center for Environmental Design Education and Research",2
"Center for Family Life of North San Diego County",2
"Center for Financial Training Florida Atlantic Inc",2
"Center for Forensic & Molecular Anthropology",2
"Center for Grief Counseling & Education, Inc.",2
"Center for Interdisciplinary and Policy Studies (CIPS), Inc.",2
"Center for International Corporate Exchange",2
"Center for Life & Family",2
"Center for Medical Ethics and Mediation",2
"Center for Parent Education, The",2
"Center for Science Technology & Media Inc",2
"Center for Strategic Communications Inc",2
"Center for Teens Only",2
"Center for Treatment & Research of Experienced Anomalus Trama",2
"Center for Unique Learners, Inc.",2
"Center for Women in Transition",2
"Center for a Free Society, Inc.",2
"Center for the Study of the American Family Farm",2
"Centerpoint, Inc.",2
"Centerville High School Speech Boosters, Inc.",2
"Central California Sda Marriage Encounter",2
"Central Coast Gleaner Projects",2
"Central Day Care Center, Inc.",2
"Central Florida Chapter AIB, Inc.",2
"Central Imaging Services, Inc.",2
"Central Kentucky Hearing Aid Bank, Inc.",2
"Central Maine Youth Hockey Assn",2
"Central Medical Health Corp.",2
"Central Michigan Health Resources, Inc.",2
"Central Ohio Amputee Support Group, Inc.",2
"Central Ohio Foundation for Medical Education and Research",2
"Central Ohio Synchronized Swimming",2
"Central Oklahoma Junior Hockey Association",2
"Central PTA",2
"Central Piedmont Economic Association",2
"Central Pittsburgh Pregnancy Care Center",2
"Central Texas Bible Institute",2
"Central Texas Lulac Council No. 4525",2
"Central Texas Regional Medical Education Foundation",2
"Central Texas Silicone Implant Support, Inc.",2
"Central West Area Council Corp.",2
"Centre for Economic Policy Research",2
"Centro De Fe Church",2
"Centro De Los Ninos",2
"Centro Mexicano De Michigan",2
"Cerebral Palsy of Adams County III, Inc.",2
"Cf Productions, Inc.",2
"Chalice of Repose Project Corp.",2
"Chalk Hill Festival for the Performing Arts Inc A Non-Profit",2
"Challenge of the Lumbar Spine",2
"Chamber Development Foundation, Inc.",2
"Chamberlayne Hall School",2
"Champaign County Economic Development Council Inc",2
"Champlain Christian Academy",2
"Changing Faces Inc",2
"Chaparral Senior Activities Center, Inc.",2
"Chapel of Hope, Inc.",2
"Chaplaincy Ministries",2
"Charitable & Educational Foundation",2
"Charity Animal Hospital",2
"Charlene Giebler Foundation, Inc.",2
"Charles C. Butt Foundation",2
"Charles City-New Kent Bicounty Literacy Council, Inc.",2
"Charles F Brush Foundation",2
"Charles H.T. Linnard Trust",2
"Charles Playhouse Theatre Company, Inc., The",2
"Charles Satinover Fund",2
"Charles V. Carr Multi-Purpose Center, Inc.",2
"Charles W. Bissinger & Associates, Inc.",2
"Charles W. Kennard Foundation, Inc.",2
"Charlie Parker Memorial Foundation",2
"Charlotte Celiac Support Group",2
"Charlotte Decker Tr Uw Fbo St Lukes Ucc Trappe Burial Lot",2
"Charlotte and Irving Berlin Charitable Foundation",2
"Chart, Inc.",2
"Charting Your Own Course Foundation",2
"Chatham Chatters Social Charitable Organization",2
"Chattanooga Jaycee Foundation",2
"Checket Family Foundation, Inc.",2
"Cheerleaders of Delaware Club",2
"Chemical Dependency Services, Inc.",2
"Chemical People Institute, Inc.",2
"Cherokee Community Initiatives, Inc.",2
"Cherry Hills Park and Trail Association",2
"Chesapeake Health Foundation Limited",2
"Chesapeake Institute",2
"Chess in the Schools Casino Night Benefit",2
"Chesterfield County Commonwealth Alliance for Drug Rehabilitation",2
"Cheyenne Household Hazardous Waste Collection Committee",2
"Chi-Chuk-Yuen Buddhist Temple Seattle",2
"Chicago Alliance for Playwrights, Inc.",2
"Chicago Arts Collaborative for Teachers",2
"Chicago Community Outreach",2
"Chicago Homemakers",2
"Chicago Metro Area Gay Youth Coalition",2
"Chicago Oxford Society",2
"Chicago Poetry Festival",2
"Chicagoland Orthopedic Physical Therapy Study Group Inc",2
"Chicano Unity Council",2
"Chickaloon Village Traditional Council",2
"Chico City Opera",2
"Chico Jazz Society",2
"Chihuahua Relief Group, Inc.",2
"Child & Family Service of Pioneer Valley Management Co, Inc.",2
"Child Abuse Prevention Foundation of New Hampshire",2
"Child Abuse Prevention Program of Simpson County, Inc.",2
"Child Friendly Home",2
"ChildFund International",2
"Children Health and Safety Education",2
"Children Helping Children",2
"Children Incorporated",2
"Children of Angels",2
"Children of Chirnobyle Fund, Inc.",2
"Children of Domestic Violence Inc",2
"Children of Domestic Violence, Inc.",2
"Children of Hope, Inc.",2
"Children's Animation Theatre School",2
"Children's Art Project",2
"Children's Cancer Center",2
"Children's Caring & Learning Center, Inc.",2
"Children's Charter, Inc.",2
"Children's Choral Society of Oklahoma",2
"Children's Christmas Fund of Clermont County",2
"Children's Christmas Tree, Inc.",2
"Children's Community",2
"Children's Companion Dogs, Inc.",2
"Children's Foundation",2
"Children's Fund for Southern Africa",2
"Children's Hospital Health Service",2
"Children's International Summer Villages, Inc.",2
"Children's Legal Foundation",2
"Children's Place Nursery School, Inc.",2
"Children's Quilt Project",2
"Children's Rehabilitation Center of South Texas, Inc.",2
"Children's Respite Care",2
"Children's Television Resources and Education Center",2
"Children's World Child Care",2
"Children's-Theatre of Richmond, Inc.",2
"Childrens Annual Christmas Fund",2
"Childrens Clearing House Inc",2
"Childrens Connection Foster Care Home",2
"Childrens Museum of Topeka",2
"Childrens Programs Inc",2
"Chillicothe Chapter Top Ladies of Distinction, Inc.",2
"China Valley Cultural Exchange Inc",2
"Chinatown Service Center, Inc.",2
"Chinese Social Service Association of the Southwestern Us",2
"Chip Foundation",2
"Chitwan Education and Research Fund, Inc.",2
"Choctaw County Literacy Council",2
"Choice Foundation, Inc.",2
Choices,2
"Choose Life Homes, Inc.",2
"Choose to Win",2
"Choral Ensemble of Chicago",2
"Chorus Civitas, Inc.",2
"Chris Fuqua Ministries, Inc.",2
"Chris Stokes Ministries Inc",2
"Christ Alive Christian Center aka Christ Alive Ministries",2
"Christ Centered Ministries Inc",2
"Christ Church",2
"Christ Church Elizabethtown Endowment Fund Inc",2
"Christ Church of San Antonio",2
"Christ Community Church",2
"Christ Crucified for the World, Inc.",2
"Christ International, Inc.",2
"Christ Power in Recovery",2
"Christ Presbyterian Church",2
"Christ Temple Church",2
"Christ the Healer Ministries",2
"Christ the King Lutheran Church",2
"Christian Action Fund, Inc.",2
"Christian Alliance Outreach Ministries",2
"Christian Brotherhood, Inc.",2
"Christian Brothers Ministries, Inc.",2
"Christian Businessmen's Fellowship, Inc.",2
"Christian Care Clinic, Inc.",2
"Christian Childcare Center Inc",2
"Christian Citizenship Project, Inc.",2
"Christian Clothing Drive Inc",2
"Christian Counseling Services of Idaho, Inc.",2
"Christian Counseling Services, Inc.",2
"Christian Educational Ministries",2
"Christian Fellowship Outreach Center",2
"Christian Heritage Month",2
"Christian Heritage School of Ministry, Inc.",2
"Christian Homes, Inc.",2
"Christian Legal Society",2
"Christian Legal Society Christian Conciliation Service of Central FL",2
"Christian Liberty Mission, Inc.",2
"Christian Rescue Mission Inc",2
"Christian Scholars Review",2
"Christian Schools International - District Iii",2
"Christian Schools Outreach",2
"Christian Service Group, Inc.",2
"Christian Singles Fellowship Inc",2
"Christian Soldiers",2
"Christian Tape Ministries",2
"Christian Tepee, Inc.",2
"Christian Way Child Care, Inc. A Ministry of Highland Baptist Church",2
"Christian Women's Ministries",2
"Christian Worklife Alliance Inc",2
"Christmas House",2
"Christmas Toys, Inc.",2
"Christmas for Kids, Inc.",2
"Christmas in April-Livingston County Inc",2
"Christmas in September Inc",2
"Church Development Resources",2
"Church Women United Pontiac Unit",2
"Church Women United in Illinois Macomb",2
"Church Women United, Inc.",2
"Church World Service",2
"Church of Four Quarters",2
"Church of the Glory of God, Inc.",2
"Church of the Nazarene",2
"Church of the Open Bible",2
"Churches Unlimited Inc",2
"Cicero Council of PTAs",2
"Cincinnati Bell Foundation, Inc.",2
"Cincinnati Crisis Pregnancy Center, Inc.",2
"Cincinnati Literary and Musical Society, Inc.",2
"Cincinnati Medical Friends of Wine",2
"Circle of Light and Love, Inc.",2
"Citicare, Inc.",2
"Citizens Action Council of New Carrollton, Inc.",2
"Citizens Coalition for Education",2
"Citizens Concerned for Balanced Education",2
"Citizens League of Greater Grand Rapids",2
"Citizens Legal Foundation",2
"Citizens Library Building Committee, Inc.",2
"Citizens Opposing Pollution",2
"Citizens Organized To Protect the Environment Cope, Inc.",2
"Citizens Research Institute of Southern California",2
"Citizens Scholarship Foundation Of America Inc",2
"Citizens Scholarship Foundation of America Inc",2
"Citizens To Bring Broadway Back, Inc.",2
"Citizens and Victims for Justice Reform, Inc.",2
"Citizens for Affordable Housing Association",2
"Citizens for Progress, Inc.",2
"Citizens for Youth",2
"City Cafe",2
"City Hall Arts and Technology Center Inc",2
"City Mission Inc",2
"City Rescue Mission of Elimiran NY 14901",2
"City Wide Club of Clubs",2
"City of Chicago County of Cook Mobile Team Training Unit",2
"City of Hartshorne",2
"Civic Center Foundation",2
"Civil Air Patrol",2
"Civil Legal Services, Inc.",2
"Civitas Mariae Inc",2
"Clackamas County Arts Council",2
"Clallam Art League",2
"Claremore Crime Stoppers, Inc.",2
"Clarion District Library Association",2
"Clark County Blood Assurance Association",2
"Clark County Labor Management Council",2
"Class of 1940, Inc.",2
"Classics Theatre CO. of New Mexico",2
"Classicway Cagers",2
"Claude D. and Etta H. Andrews Foundation",2
"Clay County Development Corp.",2
"Clayton Home School Association",2
"Clayton J Adams Trust Uw Fbo",2
"Clean the Bay Day, Inc.",2
"Clear Lake Crime Watch",2
"Clearinghouse for Drug Information & Consultation, Inc.",2
"Clemmons T. Elbert Trust",2
"Clergy Wellness Program",2
"Cleveland International Program",2
"Cleveland Talk Radio Consortium",2
"Clifton L. Ganus Foundation",2
"Clinton County Council On Alcoholism",2
"Clinton Delaplane Ministries",2
"Clinton Joe Keller Evangelistic Association",2
"Cloverleaf Foundation Inc",2
"Clovis Express Running Club",2
"Clyde Drexler Foundation, Inc.",2
"Coachella Valley Alliance for Youth",2
"Coada, Inc.",2
"Coalition for Animals and Animal Research Santa Barbara, Inc.",2
"Coalition for Black Development in Home Economics",2
"Coalition for Change",2
"Coalition for Music Education in the San Juan Unified School District",2
"Coalition for Nonprofit Health Care Research & Development Foundation",2
"Coalition for Respect, Inc.",2
"Coalition for Responsible Airport Management & Policy",2
"Coalition for the Homeless",2
"Coalition of Peninsula Organizations, Inc.",2
"Coalition to Save City and Suburban Housing, Inc.",2
"Coast Mountains SPCA",2
"Coastal Archaeological Studies Inc",2
"Coastal Banc Foundation",2
"Coastal and Piedmont Studies Associates, Inc.",2
"Cobbles Home School Association, Inc.",2
"Coconino County Academic Decathlon",2
"Cocos Foundation",2
"Codes Research and Education Foundation, Inc.",2
"Coeur D'Alene Composite Squadron",2
"Coffeyville Babe Ruth Association",2
"Coffeyville Child Development Center",2
"Cohasset Youth Hockey Association, Inc.",2
"Colburn Growth Ministries, Inc.",2
"Coles School of Performing Arts",2
"Colfax Volunteer Fire Department, Inc.",2
"College Admissions Institute of America",2
"College Bound-Dollars for Achievers",2
"College Selection and Planning Service Foundation",2
"Collegecore, Inc.",2
"Colonial Hills Church of God",2
"Colorado Association for Local History",2
"Colorado Christian Youth Convention, Inc.",2
"Colorado Dance Festival, Inc.",2
"Colorado Fire Buffs Historical Society, Inc.",2
"Colorado Oncology Foundation Inc",2
"Colorado Rehabilitation Auxiliary Fund, Inc.",2
"Colorado Ski School for the Blind",2
"Colorado Springers Track Club",2
"Colorado Trauma Institute",2
"Colorado Valley Council on Drug & Alcohol Abuse, Inc.",2
"Columbia Amateur Association, Inc.",2
"Columbia Amatuer Hockey Association, Inc.",2
"Columbia Hospital for Women Foundation Inc",2
"Columbia River Regional American Indian Cultural and Archeological",2
"Columbia-Willamette Compensation Group",2
"Columbiettes Incorporated",2
"Columbine Flute Ensemble",2
"Columbine Lacrosse Club, Inc.",2
"Columbus Alzheimer's Treatment & Research Institute",2
"Columbus Coralina Club",2
"Columbus Humane Society",2
"Columbus Outdoor Club",2
"Columbus Quincentennial USA, Inc.",2
"Columbus Youth Entrepreneurship Academy",2
"Colusa Preschool",2
"Combined Fraternal Organizations Of South Phoenix",2
"Combined Health Appeal of Syracuse and Onondasa County, Inc.",2
"Combite Grandeanse Inc",2
"Comfort Plus Health Providers",2
"Commerce Community Homes, Inc.",2
"Commission On Professional and Hospital Activities, Inc.",2
"Commission for Downtown, Inc.",2
"Commissioned To Go Ministries",2
"Commitment To the Future",2
"Committee Against US in Central America",2
"Committee for A Response To AIDS",2
"Committee for An Aware Chicago",2
"Committee for South African Development, Inc.",2
"Committee for Women in the Christian Reformed Church",2
"Committee for the March on Washington, Inc.",2
"Committee for the Statue of Liberty Museum, Inc.",2
"Committee of 101 Veterans Inc",2
"Common Cause Education Fund",2
"Common Ground Chicago",2
"Commonwealth Music Corporation",2
"Commonwealth Shakespeare Company, Inc.",2
"Commonwealth Women Impacting Families C-WIF Foundation",2
"Community Action Programs, Inc.",2
"Community Air Support Services, Inc.",2
"Community Based Training Collaborative",2
"Community Betterment Association",2
"Community Bridges, Inc.",2
"Community Business Association of Nebraska",2
"Community Care Counseling Services Inc",2
"Community Child Care Center",2
"Community Christian Counseling Center",2
"Community Christian Fund, Inc.",2
"Community Christian Mission",2
"Community Christian Schools, Inc.",2
"Community Christian Youth Centers, Inc.",2
"Community Collaborative Outreach Gift",2
"Community Consulting & Research Group, Inc.",2
"Community Council On Alcohol and Drug Problems NCADD",2
"Community Council on Education",2
"Community Economic Stabilization Corp.",2
"Community Educational Solutions, Inc.",2
"Community Effectiveness Institute",2
"Community Family Services of Josephine County, Inc.",2
"Community Fellowship Church",2
"Community Health Partners Foundations",2
"Community Helping Hand Foundation Inc",2
"Community Independent Living Skills Service",2
"Community Intervention, Inc.",2
"Community Legal Aliens Rights Organization, Inc.",2
"Community Mediation and Dispute Resolution Services of Benton CO",2
"Community Music Library & Academy",2
"Community Nurses of Elk and Cameron Counties, Inc.",2
"Community Planning Council Greene County, Inc.",2
"Community Projects 2000 Inc",2
"Community Projects and Programs, Inc.",2
"Community Rural Health Clinics, Inc.",2
"Community Safety Network",2
"Community Service Assistance Corp.",2
"Community Service Foundation of Kansas",2
"Community Services Program of the AFL-CIO",2
"Community Services Representatives Inc",2
"Community Training Center, Inc.",2
"Community Womens Network",2
"Community Work Partners, Inc.",2
"Community Youth Advocacy Council",2
"Community Youth Advocates, Inc.",2
"Community of the Holy Trinity",2
"Compassion & Choices",2
"Compassion Lives, Inc.",2
"Compassionate Capitalism, Inc.",2
"Competitive Gymnastics Booster Club",2
"Complementary Therapies and Hynosis, Inc.",2
"Computer Museum, Inc.",2
"Computer Users Society of Montana, Inc.",2
"Computers for Kids, Inc.",2
"Comsewogue Alliance for the Arts and Humanities, Inc.",2
"Concerned Citizens Committee in Action",2
"Concerned Families Against A Contaminated Environment, Inc.",2
"Concerns of Police Survivors",2
"Concerts Under the Dome Inc",2
"Concord Cimbalom Players",2
"Concord Pike Regional Library Foundation",2
"Conejo Soap Box Derby Association",2
"Coney Island Grace Tabernacle Inc",2
"Congregation B'nai Israel Foundation",2
"Congressional Award Foundation",2
"Congressional Legacies Project, Inc.",2
"Connecticut Cruise Industry Association Inc",2
"Conquerors In Christ Ministries",2
"Conservation Education Association, Inc.",2
"Conservative Agenda",2
"Consolidated Hospital Corp.",2
"Consortium for Advanced & Technical Education",2
"Construction Links for Youth, Inc.",2
"Consumer Credit Counseling Service of Umatilla County",2
"Consuming Fire Ministries",2
"Contact Center",2
"Contemplative Center for Arts and Spirtuality Inc",2
"Contemplative Visions",2
"Contemporary Playwrights Theatre Company, Inc.",2
"Contemporary Us Asia Research Institute, Inc.",2
"Continental Society Daughters of Indian Wars",2
"Continuing Education Project",2
"Contra Costa Conflict Resolution Panels, Inc.",2
"Contra Costa Legal Services Foundation",2
"Contractors Association of Boston, Inc.",2
"Cook County Theatre Department C/O Vicki L Walden",2
"Cook Inlet Vigil",2
"Cooper Financial Ministries",2
"Cooperative Planning Coalition",2
"Coordinated Housing Service of Sonoma County",2
"Copley Indians Football Mothers Club",2
"Cordelia Anne Nolan Charitable Trust",2
"Corn Hill Neighborhood Development Corp.",2
"Cornell Foundation House Experiments in Distance Learning",2
